SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,155 Parker Ave,San Francisco,CA,94118,1298000,3,1.0,San Francisco,1299,3100,1914,2,999,200,Active,November-16-2021 11:00 AM,November-16-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/155-Parker-Ave-94118/home/12433409,San Francisco MLS,421612013,N,Y,37.7826804,-122.4546333
MLS Listing,,Condo/Co-op,151 Alice B. Toklas Pl #509,San Francisco,CA,94109,998000,1,1.0,San Francisco,1337,25240,1920,2,746,885,Active,November-20-2021 11:00 AM,November-20-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/151-Alice-B-Toklas-94109/unit-509/home/574531,San Francisco MLS,421611997,N,Y,37.7851019,-122.4205839
MLS Listing,,Condo/Co-op,1938 Scott St,San Francisco,CA,94115,1995000,4,3.0,San Francisco,1968,2572,1890,3,1014,350,Active,November-20-2021 02:00 PM,November-20-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1938-Scott-St-94115/home/1657761,San Francisco MLS,421607501,N,Y,37.7878744,-122.4384597
MLS Listing,,Condo/Co-op,401 Harrison St Unit 46B,San Francisco,CA,94105,7900000,3,3.0,San Francisco,3214,56023,2014,5,2458,1900,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-46B/home/144064341,San Francisco MLS,421610511,N,Y,37.7863747,-122.3919931
MLS Listing,,Condo/Co-op,10 Inca Ln #1,San Francisco,CA,94115,599000,2,1.0,San Francisco,840,,,10,713,754,Active,November-17-2021 04:30 PM,November-17-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/10-Inca-Ln-94115/unit-1/home/12401313,San Francisco MLS,421609286,N,Y,37.7829941,-122.4288754
MLS Listing,,Single Family Residential,836 48th Ave,SAN FRANCISCO,CA,94121,1498000,5,4.0,SAN FRANCISCO,2153,3598,1951,11,696,,Active,,,http://www.redfin.com/CA/San-Francisco/836-48th-Ave-94121/home/2033612,MLSListings,ML81869146,N,Y,37.7725806,-122.508654
MLS Listing,,Condo/Co-op,208 N Lake Merced Hls Unit 1A,SAN FRANCISCO,CA,94132,798000,2,2.0,SAN FRANCISCO,1320,,1975,18,605,910,Active,,,http://www.redfin.com/CA/San-Francisco/208-N-Lake-Merced-Hls-94132/unit-1A/home/1744740,MLSListings,ML81868448,N,Y,37.7133825,-122.4832983
MLS Listing,,Single Family Residential,773 Minna St,SAN FRANCISCO,CA,94103,1888000,2,2.5,SAN FRANCISCO,2520,1600,1906,31,749,,Active,,,http://www.redfin.com/CA/San-Francisco/773-Minna-St-94103/home/28945815,MLSListings,ML81867047,N,Y,37.7760888,-122.4135468
MLS Listing,,Condo/Co-op,1190 Sacramento St #2,San Francisco,CA,94108,1595000,2,2.0,San Francisco,,1470,1955,32,,,Active,,,http://www.redfin.com/CA/San-Francisco/1190-Sacramento-St-94108/unit-2/home/12399940,San Francisco MLS,421604010,N,Y,37.7926896,-122.4125054
MLS Listing,,Condo/Co-op,201 Harrison St #501,SAN FRANCISCO,CA,94105,475000,0,1.0,SAN FRANCISCO,432,,1991,37,1100,658,Active,,,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-501/home/1438671,MLSListings,ML81866194,N,Y,37.7874798,-122.3905769
MLS Listing,,Single Family Residential,669 Marina Blvd,San Francisco,CA,94123,8898000,5,5.0,San Francisco,4752,4944,1931,66,1872,,Active,,,http://www.redfin.com/CA/San-Francisco/669-Marina-Blvd-94123/unit-669A/home/582205,San Francisco MLS,421593475,N,Y,37.8052133,-122.4449164
MLS Listing,,Condo/Co-op,461 2nd St Unit C118,San Francisco,CA,94107,750000,1,1.0,San Francisco,672,56167,1907,69,1116,651,Active,,,http://www.redfin.com/CA/San-Francisco/461-2nd-St-94107/unit-C118/home/1203053,San Francisco MLS,421589274,N,Y,37.783797,-122.3937191
MLS Listing,,Condo/Co-op,1328 Greenwich St,San Francisco,CA,94109,1595000,2,2.0,San Francisco,1465,,1886,1,1089,,Active,,,http://www.redfin.com/CA/San-Francisco/1328-Greenwich-St-94109/home/1898445,San Francisco MLS,421611175,N,Y,37.8010318,-122.4216578
MLS Listing,,Multi-Family (2-4 Unit),1126 - 1128 Hampshire St,San Francisco,CA,94110,1495000,4,2.0,San Francisco,2130,2696,1903,1,702,,Active,November-16-2021 02:00 PM,November-16-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/1126-Hampshire-St-94110/home/2017008,San Francisco MLS,421612151,N,Y,37.7540099,-122.4076744
MLS Listing,,Vacant Land,1056 - 1060 Potrero Ave,San Francisco,CA,94110,2400000,0,,San Francisco,,2500,,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/1056-Potrero-Ave-94110/home/174696192,San Francisco MLS,421612129,N,Y,37.7551993,-122.4068903
MLS Listing,,Condo/Co-op,2184 Green St,San Francisco,CA,94123,3625000,3,3.0,San Francisco,2900,2600,1905,1,1250,1128,Active,,,http://www.redfin.com/CA/San-Francisco/2184-Green-St-94123/home/1804050,San Francisco MLS,421612091,N,Y,37.7963402,-122.4350471
MLS Listing,,Condo/Co-op,747 Filbert St Unit A&B,San Francisco,CA,94133,1750000,4,2.0,San Francisco,2106,3888,1908,1,831,481,Active,November-16-2021 04:00 PM,November-16-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/747-Filbert-St-94133/unit-A-B/home/102813612,San Francisco MLS,421610188,N,Y,37.800798,-122.412089
MLS Listing,,Townhouse,17 Bowman Ct,San Francisco,CA,94124,453728,2,2.0,San Francisco,1219,880,1992,1,372,65,Active,,,http://www.redfin.com/CA/San-Francisco/17-Bowman-Ct-94124/home/741389,San Francisco MLS,421612127,N,Y,37.7377823,-122.3822452
MLS Listing,,Multi-Family (5+ Unit),849 Noe St,San Francisco,CA,94114,3000000,0,,San Francisco,4854,2250,1960,1,618,,Active,,,http://www.redfin.com/CA/San-Francisco/849-Noe-St-94114/home/1447055,San Francisco MLS,421610816,N,Y,37.7555856,-122.43211
MLS Listing,,Multi-Family (2-4 Unit),3850 23rd St,San Francisco,CA,94114,3000000,4,3.0,San Francisco,3650,1524,1900,1,822,,Active,,,http://www.redfin.com/CA/San-Francisco/3850-23rd-St-94114/home/174714986,San Francisco MLS,421612095,N,Y,37.7533962,-122.4288565
MLS Listing,,Condo/Co-op,1177 California St #1012,San Francisco,CA,94108,998000,1,1.0,San Francisco,1056,31662,1978,1,945,1384,Active,November-16-2021 10:00 AM,November-16-2021 11:30 PM,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1012/home/1707260,San Francisco MLS,421611985,N,Y,37.7909986,-122.4137649
MLS Listing,,Condo/Co-op,1 Daniel Burnham Ct #206,San Francisco,CA,94109,658000,1,1.0,San Francisco,732,46157,1988,1,899,898,Active,November-20-2021 02:00 PM,November-20-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1-Daniel-Burnham-Ct-94109/unit-206/home/2023474,San Francisco MLS,421611196,N,Y,37.786783,-122.4219061
MLS Listing,,Multi-Family (2-4 Unit),160 - 162 Lexington St,San Francisco,CA,94110,950000,3,,San Francisco,1436,2000,1906,1,662,,Active,,,http://www.redfin.com/CA/San-Francisco/160-Lexington-St-94110/home/710664,San Francisco MLS,421608097,N,Y,37.7607634,-122.4209279
MLS Listing,,Condo/Co-op,690 Market St #1703,San Francisco,CA,94104,1595000,2,2.0,San Francisco,1431,11357,2007,1,1115,3098,Active,,,http://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-1703/home/21967220,San Francisco MLS,421607592,N,Y,37.7883046,-122.4032778
MLS Listing,,Single Family Residential,2574 46th Ave,San Francisco,CA,94116,1550000,2,1.0,San Francisco,1248,3000,1942,1,1242,,Active,,,http://www.redfin.com/CA/San-Francisco/2574-46th-Ave-94116/home/664866,San Francisco MLS,421589407,N,Y,37.7385454,-122.5041975
MLS Listing,,Multi-Family (5+ Unit),711 Guerrero St,San Francisco,CA,94110,2500000,0,,San Francisco,6000,2247,1907,1,417,,Active,,,http://www.redfin.com/CA/San-Francisco/711-Guerrero-St-94110/home/1446989,San Francisco MLS,421612076,N,Y,37.7596989,-122.4233209
MLS Listing,,Single Family Residential,822 South Van Ness Ave,San Francisco,CA,94110,4880000,15,5.5,San Francisco,6745,7105,1890,1,723,,Active,,,http://www.redfin.com/CA/San-Francisco/822-S-Van-Ness-Ave-94110/home/171236152,San Francisco MLS,421607036,N,Y,37.759966,-122.4174152
MLS Listing,,Condo/Co-op,1145 Pine St #43,San Francisco,CA,94109,445000,0,1.0,San Francisco,390,5170,1912,1,1141,550,Active,,,http://www.redfin.com/CA/San-Francisco/1145-Pine-St-94109/unit-43/home/2033053,San Francisco MLS,421612011,N,Y,37.7901344,-122.4147638
MLS Listing,,Single Family Residential,17 Chula Ln,San Francisco,CA,94110,1295000,3,2.0,San Francisco,1400,2674,1908,1,925,,Active,November-18-2021 05:30 PM,November-18-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/17-Chula-Ln-94114/home/1694617,San Francisco MLS,421610399,N,Y,37.7637718,-122.4270188
MLS Listing,,Condo/Co-op,96 Malta Dr,San Francisco,CA,94131,780000,2,2.0,San Francisco,1600,2476,1977,1,488,33,Active,,,http://www.redfin.com/CA/San-Francisco/96-Malta-Dr-94131/home/177187378,San Francisco MLS,421610982,N,Y,37.736548,-122.4436871
MLS Listing,,Condo/Co-op,677 Arguello Blvd #102,San Francisco,CA,94118,1395000,3,3.0,San Francisco,1335,5969,1998,2,1045,539,Active,,,http://www.redfin.com/CA/San-Francisco/677-Arguello-Blvd-94118/unit-102/home/883061,San Francisco MLS,421612002,N,Y,37.7779791,-122.4589757
MLS Listing,,Multi-Family (2-4 Unit),341 - 343 Lexington St,San Francisco,CA,94110,1850000,2,2.0,San Francisco,2060,1572,1900,2,898,,Active,,,http://www.redfin.com/CA/San-Francisco/341-Lexington-St-94110/home/1335121,San Francisco MLS,421611772,N,Y,37.7578494,-122.420225
MLS Listing,,Condo/Co-op,53 Wilder St #203,San Francisco,CA,94131,995000,2,2.0,San Francisco,1212,15674,2006,2,821,709,Active,November-16-2021 12:00 PM,November-16-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/53-Wilder-St-94131/unit-203/home/17305441,San Francisco MLS,421611001,N,Y,37.7339289,-122.4334952
MLS Listing,,Single Family Residential,1882 33rd Ave,San Francisco,CA,94122,1195000,3,2.0,San Francisco,1446,2996,1941,2,826,,Active,,,http://www.redfin.com/CA/San-Francisco/1882-33rd-Ave-94122/home/1493567,San Francisco MLS,421611959,N,Y,37.7520823,-122.4911466
MLS Listing,,Single Family Residential,234 Arch St,San Francisco,CA,94132,1195000,3,2.0,San Francisco,1380,2495,1940,2,866,,Active,November-20-2021 02:00 PM,November-20-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/234-Arch-St-94132/home/1822445,San Francisco MLS,421611894,N,Y,37.7149703,-122.4669585
MLS Listing,,Multi-Family (2-4 Unit),1128 - 1130 Church St,San Francisco,CA,94114,2195000,5,2.0,San Francisco,2650,3053,1902,2,828,,Active,November-16-2021 12:00 PM,November-16-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/1128-Church-St-94114/home/1702975,San Francisco MLS,421602033,N,Y,37.7527217,-122.427878
MLS Listing,,Condo/Co-op,185 Graystone Ter #5,San Francisco,CA,94114,698000,1,1.0,San Francisco,810,,1948,3,862,341,Active,November-16-2021 12:00 PM,November-16-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/185-Graystone-Ter-94114/unit-5/home/173336322,San Francisco MLS,421611871,N,Y,37.7573633,-122.445242
MLS Listing,,Condo/Co-op,185 Graystone Ter #4,San Francisco,CA,94114,698000,1,1.0,San Francisco,582,,1948,3,1199,404,Active,November-16-2021 12:00 PM,November-16-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/185-Graystone-Ter-94114/unit-4/home/167269366,San Francisco MLS,421611868,N,Y,37.7573633,-122.445242
MLS Listing,,Condo/Co-op,20 Hancock St Unit A,San Francisco,CA,94114,1999000,4,3.0,San Francisco,2214,2848,1902,3,903,,Active,November-21-2021 01:00 PM,November-21-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/20-Hancock-St-94114/unit-A/home/177177153,San Francisco MLS,421611501,N,Y,37.7606698,-122.4288375
MLS Listing,,Condo/Co-op,766 Harrison St #810,San Francisco,CA,94107,375000,0,1.0,San Francisco,303,6880,2008,3,1238,285,Active,,,http://www.redfin.com/CA/San-Francisco/766-Harrison-St-94107/unit-810/home/40139040,San Francisco MLS,421611876,N,Y,37.7816524,-122.3991845
MLS Listing,,Single Family Residential,40 Farragut Ave,San Francisco,CA,94112,1298000,4,3.0,San Francisco,2052,1999,1912,3,633,,Active,,,http://www.redfin.com/CA/San-Francisco/40-Farragut-Ave-94112/home/1472775,San Francisco MLS,421611160,N,Y,37.71063,-122.449825
MLS Listing,,Multi-Family (5+ Unit),2390 14th Ave,San Francisco,CA,94116,1998000,0,,San Francisco,4900,2996,1929,3,408,,Active,,,http://www.redfin.com/CA/San-Francisco/2390-14th-Ave-94116/home/2036621,San Francisco MLS,421609058,N,Y,37.7435251,-122.4701123
MLS Listing,,Condo/Co-op,960 Market St #214,San Francisco,CA,94102,725000,0,1.0,San Francisco,566,,,3,1281,685,Active,,,http://www.redfin.com/CA/San-Francisco/960-Market-St-94102/unit-214/home/177175256,San Francisco MLS,421611182,N,Y,37.7831239,-122.4095552
MLS Listing,,Condo/Co-op,960 Market St #221,San Francisco,CA,94102,699000,0,1.0,San Francisco,510,,,3,1371,685,Active,November-16-2021 01:00 PM,November-16-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/960-Market-St-94102/unit-221/home/177175186,San Francisco MLS,421611181,N,Y,37.7831239,-122.4095552
MLS Listing,,Condo/Co-op,960 Market St #204,San Francisco,CA,94102,499000,0,1.0,San Francisco,339,,,3,1472,598,Active,November-16-2021 01:00 PM,November-16-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/960-Market-St-94102/unit-204/home/177175168,San Francisco MLS,421611180,N,Y,37.7831239,-122.4095552
MLS Listing,,Condo/Co-op,388 Fulton St #307,San Francisco,CA,94102,495000,0,1.0,San Francisco,371,12509,2016,3,1334,448,Active,,,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-307/home/109240367,San Francisco MLS,421611835,N,Y,37.7790326,-122.4231449
MLS Listing,,Multi-Family (2-4 Unit),15-17 States St,San Francisco,CA,94114,2288888,4,2.0,Corona Hts,2420,2604,1957,3,946,,Active,,,http://www.redfin.com/CA/San-Francisco/15-States-St-94114/home/1316299,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40973676,N,Y,37.7632211,-122.4357662
MLS Listing,,Condo/Co-op,20 Hancock St Unit B,San Francisco,CA,94114,699000,1,1.0,San Francisco,634,2848,1902,3,1103,,Active,November-21-2021 01:00 PM,November-21-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/20-Hancock-St-94114/unit-B/home/177174775,San Francisco MLS,421611478,N,Y,37.7606698,-122.4288375
MLS Listing,,Condo/Co-op,152 Lombard St #606,San Francisco,CA,94111,1500000,2,2.0,San Francisco,1425,,1975,3,1053,1122,Active,,,http://www.redfin.com/CA/San-Francisco/152-Lombard-St-94111/unit-606/home/1851897,San Francisco MLS,421611591,N,Y,37.80445,-122.404178
MLS Listing,,Single Family Residential,521 8th Ave,San Francisco,CA,94118,1775000,2,1.0,San Francisco,1525,3000,1908,3,1164,,Active,,,http://www.redfin.com/CA/San-Francisco/521-8th-Ave-94118/home/1332765,San Francisco MLS,421610877,N,Y,37.778503,-122.4665163
MLS Listing,,Single Family Residential,146 De Long St,San Francisco,CA,94112,988000,2,2.0,San Francisco,1448,2495,1944,3,682,,Active,,,http://www.redfin.com/CA/San-Francisco/146-De-Long-St-94112/home/1672698,San Francisco MLS,421611803,N,Y,37.7097857,-122.4615713
MLS Listing,,Single Family Residential,452 Elizabeth St,San Francisco,CA,94114,2495000,5,2.5,San Francisco,2542,2905,1909,3,982,,Active,November-21-2021 01:00 PM,November-21-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/452-Elizabeth-St-94114/home/1828234,San Francisco MLS,421611481,N,Y,37.7524656,-122.4309093
MLS Listing,,Condo/Co-op,55 Vandewater St #7,San Francisco,CA,94133,849000,1,1.0,San Francisco,732,4541,1981,3,1160,455,Active,,,http://www.redfin.com/CA/San-Francisco/55-Vandewater-St-94133/unit-7/home/1424802,San Francisco MLS,421611589,N,Y,37.8051143,-122.41288
MLS Listing,,Single Family Residential,273 Vienna St,San Francisco,CA,94112,799000,3,1.0,San Francisco,1000,2500,1900,3,799,,Active,November-16-2021 02:00 PM,November-16-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/273-Vienna-St-94112/home/1293924,San Francisco MLS,421610742,N,Y,37.723946,-122.4275305
MLS Listing,,Single Family Residential,1363 29th Ave,San Francisco,CA,94122,1695000,2,2.0,San Francisco,2204,3330,1933,3,769,,Active,,,http://www.redfin.com/CA/San-Francisco/1363-29th-Ave-94122/home/1548128,San Francisco MLS,421611038,N,Y,37.7618701,-122.4880073
MLS Listing,,Condo/Co-op,840 Lake St #2,San Francisco,CA,94118,990000,2,1.0,San Francisco,940,3973,1924,3,1053,500,Active,,,http://www.redfin.com/CA/San-Francisco/840-Lake-St-94118/unit-2/home/606823,San Francisco MLS,421610817,N,Y,37.7866673,-122.4686391
MLS Listing,,Multi-Family (2-4 Unit),1133 - 1135 Judah St,San Francisco,CA,94122,1698000,4,2.0,San Francisco,2472,2495,1946,3,687,,Active,,,http://www.redfin.com/CA/San-Francisco/1133-Judah-St-94122/home/923511,San Francisco MLS,421611723,N,Y,37.7615671,-122.4743873
MLS Listing,,Condo/Co-op,77 Dow Pl #901,San Francisco,CA,94107,795000,1,1.5,San Francisco,1080,18962,2002,3,736,894,Active,,,http://www.redfin.com/CA/San-Francisco/77-Dow-Pl-94107/unit-901/home/1983155,San Francisco MLS,421609515,N,Y,37.7840596,-122.3966174
MLS Listing,,Condo/Co-op,2001 Mcallister St #243,San Francisco,CA,94118,795000,1,1.0,San Francisco,686,98109,2002,3,1159,725,Active,,,http://www.redfin.com/CA/San-Francisco/2001-McAllister-St-94118/unit-243/home/12399019,San Francisco MLS,421611617,N,Y,37.776448,-122.4460603
MLS Listing,,Multi-Family (2-4 Unit),832 Florida St,SAN FRANCISCO,CA,94110,980000,4,2.0,SAN FRANCISCO,1920,2596,1900,3,510,,Active,,,http://www.redfin.com/CA/San-Francisco/832-Florida-St-94110/home/729949,MLSListings,ML81870065,N,Y,37.7584984,-122.4108964
MLS Listing,,Condo/Co-op,388 Fulton St #311,San Francisco,CA,94102,895000,2,1.0,San Francisco,714,,,3,1254,638,Active,,,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-311/home/108540504,San Francisco MLS,421611178,N,Y,37.7790326,-122.4231449
MLS Listing,,Condo/Co-op,288 Union St #1,San Francisco,CA,94133,1425000,2,1.5,San Francisco,,1746,1900,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/288-Union-St-94133/unit-1/home/177172944,San Francisco MLS,421611669,N,Y,37.8012732,-122.4039336
MLS Listing,,Condo/Co-op,42 Steiner St,San Francisco,CA,94117,1095000,2,2.0,San Francisco,,5127,1900,3,,347,Active,November-16-2021 11:00 AM,November-16-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/42-Steiner-St-94117/home/177172899,San Francisco MLS,421611065,N,Y,37.7699222,-122.4315032
MLS Listing,,Single Family Residential,834 30Th Ave,San Francisco,CA,94121,1695000,3,2.5,Central Richmond,,3000,1931,3,,,Active,November-16-2021 11:00 AM,November-16-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/834-30th-Ave-94121/home/623525,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40974089,N,Y,37.7735246,-122.4894084
MLS Listing,,Condo/Co-op,517 - 1/2 Capp St,San Francisco,CA,94110,559000,3,1.5,San Francisco,1292,2622,1900,3,433,513,Active,November-16-2021 04:30 PM,November-16-2021 05:30 PM,http://www.redfin.com/CA/San-Francisco/2-Capp-St-94103/home/177172780,San Francisco MLS,421610958,N,Y,37.7667443,-122.4187554
MLS Listing,,Single Family Residential,270 Judson Ave,San Francisco,CA,94112,859000,2,1.0,San Francisco,1000,1677,1926,3,859,,Active,November-16-2021 01:00 PM,November-16-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/270-Judson-Ave-94112/home/1343868,San Francisco MLS,421610952,N,Y,37.7285648,-122.4481758
MLS Listing,,Condo/Co-op,66 Cleary Ct #107,San Francisco,CA,94109,1100000,3,2.0,San Francisco,1100,65376,1963,3,1000,998,Active,November-16-2021 11:00 AM,November-16-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/66-Cleary-Ct-94109/unit-107/home/1313075,San Francisco MLS,421611645,N,Y,37.7841279,-122.4273921
